model,price,age_08_04,mfg_month,mfg_year,km,fuel_type,hp,met_color,color,automatic,cc,doors,cylinders,gears,quarterly_tax,weight,mfr_guarantee,bovag_guarantee,guarantee_period,abs,airbag_1,airbag_2,airco,automatic_airco,boardcomputer,cd_player,central_lock,powered_windows,power_steering,radio,mistlamps,sport_model,backseat_divider,metallic_rim,radio_cassette,parking_assistant,tow_bar
TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,7,1999,64966,Petrol,86,0,Grey,0,1300,3,4,5,69,1020,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,1,1999,64950,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,9,1999,64914,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,7,1999,64797,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,4,1999,64772,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,6,1999,64690,Petrol,86,0,Red,0,1300,3,4,5,69,1020,1,1,3,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,4,1999,64630,Petrol,110,0,Silver,0,1600,5,4,5,85,1070,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,2,1999,64613,Petrol,110,1,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,9,1999,64383,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,1,1999,64000,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,3,1999,63881,Petrol,86,0,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,11,1999,63870,Diesel,72,0,Grey,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,3,1999,63328,Petrol,86,0,Red,1,1300,5,4,5,85,1065,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,4,1999,63000,Petrol,86,1,Black,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,8,1999,63000,Petrol,86,0,Green,1,1300,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,4,1999,62396,Petrol,110,0,White,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,7,1999,62377,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,2,1999,62316,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,1,1999,62292,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,4,1999,62225,Petrol,110,1,Green,0,1600,3,4,5,69,1050,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1,1999,62222,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,3,1999,62135,Petrol,86,1,Green,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,1999,62024,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,9,1999,61977,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,7,1999,61930,Petrol,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,12,1999,61682,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,1,1999,61568,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,1,1999,61504,Petrol,110,1,Green,0,1600,4,4,5,69,1035,1,0,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,4,1999,61384,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,1999,61343,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,7,1999,61254,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,10,1999,61166,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,7,1999,61149,Petrol,86,1,Black,0,1300,5,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,8,1999,61144,Petrol,110,1,Silver,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,10,1999,61127,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,9,1999,61100,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,1,1999,61100,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,12,1999,61000,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,4,1999,60724,Petrol,86,1,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,10,1999,60708,Petrol,86,1,Grey,0,1300,5,4,5,69,1045,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,8,1999,60532,Petrol,110,1,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,2,1999,60000,Petrol,86,0,Grey,1,1300,4,4,5,69,1030,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,3,1999,60000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,60000,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,7,1999,59295,Petrol,86,0,Red,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,4,1999,59264,Petrol,86,0,Silver,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,6,1999,59000,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,6,1999,59000,Petrol,86,1,Silver,0,1300,5,4,5,19,1035,1,1,12,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,4,1999,59000,Petrol,110,0,Green,0,1600,5,4,5,19,1075,0,0,12,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,8,1999,59000,Petrol,110,1,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,4,1999,59000,Petrol,110,0,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,1,1999,58860,Petrol,110,1,Grey,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,58829,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,3,1999,58654,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,4,1999,58300,Petrol,86,1,Green,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,9,1999,58269,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,5,1999,58136,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,3,1999,58113,Petrol,107,1,Black,1,1600,3,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,2,1999,58058,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,11,1999,58000,Petrol,110,1,Black,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,7,1999,58000,Petrol,110,1,Green,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,1,1999,57565,Petrol,86,1,Green,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,6,1999,57413,Petrol,107,0,Red,1,1600,5,4,5,85,1115,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,4,1999,57374,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,7,1999,57179,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,8,1999,57169,Petrol,110,1,Grey,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,6,1999,57124,Petrol,110,1,Blue,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,6,1999,57000,Petrol,110,1,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,2,1999,57000,Petrol,110,0,Grey,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,6,1999,57000,Petrol,86,1,Green,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,10,1999,56259,Petrol,86,0,Red,0,1300,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,7,1999,56209,Petrol,107,1,Grey,1,1600,3,4,5,85,1080,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,2,1999,56074,Petrol,86,0,Red,0,1300,4,4,5,69,1000,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,6,1999,55942,Petrol,110,1,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,12,1999,55844,Petrol,86,1,Blue,0,1300,5,4,5,69,1045,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,8,1999,55747,Petrol,86,0,Blue,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,11,1999,55478,Petrol,86,0,Red,0,1300,5,4,5,69,1045,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,9,1999,55085,Petrol,107,0,Blue,1,1600,5,4,5,85,1105,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,4,1999,55061,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,4,1999,55000,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,12,1999,55000,Petrol,110,0,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,6,1999,54936,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,1,1999,54875,Petrol,110,1,Silver,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,2,1999,54847,Petrol,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,9,1999,54554,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,8,1999,54125,Petrol,110,1,Silver,0,1600,5,4,5,69,1035,0,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,8,1999,54000,Petrol,110,1,Red,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,12,1999,54000,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,11,1999,54000,Petrol,86,0,Blue,0,1300,5,4,5,69,1035,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 2/3-Doors,10250,57,12,1999,54000,Petrol,110,1,Black,0,1600,3,4,5,19,1135,0,0,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,7,1999,53285,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,4,1999,53053,Petrol,110,1,Black,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,1,1999,53000,Petrol,110,1,Green,1,1587,3,4,5,19,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,1,1999,53000,Petrol,86,0,Red,0,1300,3,4,5,69,1015,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,5,1999,52968,Petrol,110,1,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,2,1999,52800,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,12,1999,52548,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,9,1999,52487,Petrol,110,1,Beige,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,3,1999,52383,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,8,1999,52112,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,0,0,6,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,11,1999,51712,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,11,1999,51421,Petrol,110,0,Silver,1,1600,5,4,3,85,1105,0,0,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,8,1999,51235,Petrol,86,1,Red,0,1300,4,4,5,69,1000,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,4,1999,51000,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,8,1999,50925,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
TOYOTA Corolla,9390,66,3,1999,50806,Petrol,86,0,Green,0,1300,3,4,5,19,1480,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,10,1999,50469,Petrol,110,1,Black,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,8,1999,50173,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,7,1999,50000,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,4,1999,49942,Petrol,110,0,Red,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,2,1999,49585,Petrol,110,0,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,7,1999,49258,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,0,1,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,8,1999,49000,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,6,1999,48738,Petrol,110,0,Blue,0,1600,5,4,5,85,1055,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
