"ID","Churned","Age","Married","Cust_years","Churned_contacts"
"6053",0,35,0,2,1
"6054",0,49,1,4,1
"6055",1,47,1,3,1
"6056",0,48,0,5,3
"6057",0,62,0,4,1
"6058",1,25,0,2,0
"6059",0,64,0,3,0
"6060",0,58,0,2,0
"6061",0,22,1,3,0
"6062",1,23,1,3,3
"6063",0,26,1,3,1
"6064",0,56,1,5,1
"6065",0,49,1,4,0
"6066",0,56,1,4,2
"6067",1,22,1,2,2
"6068",1,28,0,6,3
"6069",0,42,0,4,2
"6070",1,28,1,2,2
"6071",0,41,0,2,3
"6072",0,25,1,4,1
"6073",0,53,1,3,0
"6074",1,20,1,3,2
"6075",0,51,1,2,1
"6076",1,18,1,1,2
"6077",0,37,0,2,2
"6078",1,34,1,2,2
"6079",0,36,1,3,2
"6080",0,40,1,5,1
"6081",0,56,1,4,2
"6082",0,18,0,2,3
"6083",0,65,0,5,1
"6084",1,63,1,4,2
"6085",0,22,1,5,2
"6086",0,58,1,4,0
"6087",0,37,0,4,1
"6088",0,57,1,3,0
"6089",0,63,1,4,1
"6090",0,65,0,4,3
"6091",0,37,1,2,0
"6092",0,42,1,3,1
"6093",0,44,1,2,0
"6094",1,30,0,3,2
"6095",0,37,0,3,1
"6096",0,56,1,4,3
"6097",0,39,1,2,1
"6098",0,64,1,5,3
"6099",0,45,0,3,1
"6100",0,52,1,2,0
"6101",1,25,0,2,2
"6102",1,24,1,4,3
"6103",0,35,1,3,1
"6104",0,54,1,2,2
"6105",0,32,0,5,3
"6106",0,49,1,2,2
"6107",1,38,0,2,2
"6108",0,43,0,3,3
"6109",0,43,0,3,3
"6110",0,25,1,2,2
"6111",0,40,1,4,2
"6112",0,58,0,7,2
"6113",0,60,0,4,2
"6114",0,36,0,5,1
"6115",0,53,1,1,2
"6116",1,31,1,4,0
"6117",0,54,0,2,1
"6118",0,53,1,4,3
"6119",0,64,1,3,2
"6120",1,31,0,2,0
"6121",1,28,0,4,2
"6122",0,19,0,2,0
"6123",0,64,1,4,1
"6124",0,62,0,2,1
"6125",1,26,1,3,1
"6126",0,42,0,4,3
"6127",0,32,0,3,1
"6128",1,21,0,5,0
"6129",0,60,0,2,3
"6130",0,63,0,4,3
"6131",0,52,1,2,1
"6132",1,26,0,3,2
"6133",0,57,1,3,1
"6134",1,35,0,4,3
"6135",0,42,0,2,2
"6136",0,52,1,3,1
"6137",0,45,1,3,2
"6138",0,37,0,4,2
"6139",0,40,0,2,1
"6140",0,65,0,4,1
"6141",0,50,1,3,3
"6142",0,21,0,7,0
"6143",0,55,0,4,2
"6144",0,43,0,4,2
"6145",0,64,1,2,3
"6146",0,29,1,2,1
"6147",1,22,0,3,1
"6148",0,49,1,2,2
"6149",0,34,1,3,1
"6150",0,61,0,6,1
"6151",0,51,0,2,1
"6152",1,21,1,2,1
"6153",0,29,0,2,2
"6154",0,36,1,6,3
"6155",0,50,1,5,1
"6156",0,64,0,1,1
"6157",1,20,0,3,1
"6158",0,51,0,4,1
"6159",0,35,0,3,2
"6160",0,46,0,4,1
"6161",0,31,1,4,1
"6162",0,64,1,3,0
"6163",0,29,0,4,1
"6164",0,26,0,3,2
"6165",0,58,1,3,1
"6166",0,34,0,2,2
"6167",0,54,0,4,0
"6168",0,63,1,2,2
"6169",0,55,0,2,2
"6170",0,49,1,4,2
"6171",0,41,0,3,2
"6172",0,62,1,5,2
"6173",1,31,1,3,2
"6174",0,64,0,2,1
"6175",0,35,1,2,0
"6176",0,45,0,3,2
"6177",0,55,0,3,0
"6178",0,51,0,2,2
"6179",0,35,0,5,0
"6180",0,44,1,4,0
"6181",1,24,0,4,2
"6182",0,51,0,2,0
"6183",0,49,1,4,2
"6184",0,43,0,3,3
"6185",0,48,1,3,1
"6186",1,18,0,3,3
"6187",0,34,1,2,1
"6188",0,37,1,2,2
"6189",0,63,1,4,2
"6190",0,47,1,2,1
"6191",1,28,1,4,3
"6192",1,20,1,3,1
"6193",0,24,0,2,2
"6194",1,26,0,3,1
"6195",0,39,1,3,0
"6196",1,36,1,3,1
"6197",0,23,0,2,2
"6198",0,57,1,3,1
"6199",1,21,0,2,1
"6200",0,65,1,3,1
"6201",0,57,1,3,2
"6202",0,54,1,3,1
"6203",0,61,1,4,3
"6204",1,28,0,6,0
"6205",0,25,0,2,2
"6206",1,26,0,2,1
"6207",0,46,0,2,2
"6208",0,47,0,2,0
"6209",0,33,0,6,0
"6210",1,25,1,4,1
"6211",0,56,0,3,0
"6212",0,46,1,3,3
"6213",1,20,0,3,1
"6214",0,33,1,4,1
"6215",0,58,0,3,2
"6216",0,60,0,3,1
"6217",0,35,1,3,1
"6218",0,30,0,4,0
"6219",0,50,0,4,2
"6220",0,35,1,3,1
"6221",1,26,0,2,2
"6222",1,27,1,2,2
"6223",0,48,1,2,2
"6224",0,40,1,5,0
"6225",0,36,0,3,3
"6226",0,65,1,4,2
"6227",0,65,1,3,1
"6228",0,46,1,3,1
"6229",0,43,1,4,2
"6230",0,47,1,3,3
"6231",0,40,0,2,2
"6232",0,54,1,2,1
"6233",0,45,1,1,2
"6234",1,31,0,4,1
"6235",0,38,1,2,1
"6236",0,59,0,3,2
"6237",0,60,1,2,0
"6238",0,61,0,2,3
"6239",0,55,0,2,1
"6240",0,61,0,5,2
"6241",0,35,1,2,2
"6242",0,53,0,3,3
"6243",0,48,0,2,2
"6244",0,48,1,2,2
"6245",1,25,0,4,2
"6246",0,60,1,4,3
"6247",0,62,0,4,1
"6248",0,64,1,4,3
"6249",0,49,1,4,2
"6250",0,19,0,3,1
"6251",0,44,1,2,0
"6252",0,58,0,5,1
"6253",0,65,1,3,2
"6254",1,53,0,2,3
"6255",1,21,0,3,2
"6256",0,48,0,4,1
"6257",0,37,1,2,1
"6258",1,30,1,2,1
"6259",0,25,0,3,0
"6260",0,50,0,5,1
"6261",0,38,0,3,0
"6262",0,63,0,5,3
"6263",0,41,1,3,1
"6264",1,25,0,2,3
"6265",1,22,0,2,1
"6266",0,26,0,4,1
"6267",0,24,1,3,0
"6268",0,32,1,2,0
"6269",0,40,1,3,1
"6270",0,49,1,2,2
"6271",0,54,0,3,0
"6272",0,40,1,3,2
"6273",0,31,0,4,2
"6274",0,49,0,3,0
"6275",1,20,1,3,2
"6276",0,30,0,3,1
"6277",0,47,1,3,3
"6278",0,64,1,4,0
"6279",0,53,0,3,0
"6280",1,37,0,2,3
"6281",1,30,0,2,1
"6282",0,55,0,3,0
"6283",0,39,1,3,3
"6284",1,22,1,3,2
"6285",0,59,1,3,1
"6286",1,36,1,3,2
"6287",1,22,0,3,1
"6288",1,19,0,6,1
"6289",0,31,0,3,1
"6290",0,26,0,4,1
"6291",0,36,0,3,1
"6292",0,62,0,2,1
"6293",0,34,1,3,1
"6294",0,56,0,3,2
"6295",0,52,1,3,2
"6296",0,55,0,2,1
"6297",0,37,0,2,0
"6298",1,25,1,2,3
"6299",0,38,0,4,2
"6300",0,32,1,2,0
"6301",0,23,1,2,2
"6302",0,46,0,3,2
"6303",0,33,0,4,0
"6304",1,21,0,2,2
"6305",0,32,1,2,2
"6306",0,62,1,3,1
"6307",0,32,1,3,2
"6308",0,29,1,2,1
"6309",0,50,0,2,2
"6310",0,22,1,3,1
"6311",0,52,0,2,0
"6312",0,33,1,2,1
"6313",0,27,1,2,1
"6314",0,63,1,3,1
"6315",0,48,0,3,2
"6316",0,23,0,2,0
"6317",1,18,0,3,2
"6318",0,52,0,3,0
"6319",0,51,0,2,1
"6320",1,61,0,3,1
"6321",0,23,1,3,1
"6322",0,50,1,5,1
"6323",0,40,0,3,1
"6324",1,29,1,4,3
"6325",0,57,1,1,3
"6326",0,20,0,4,1
"6327",0,63,0,5,1
"6328",0,61,1,2,2
"6329",0,37,1,2,1
"6330",1,29,0,3,3
"6331",1,20,0,4,1
"6332",1,18,1,3,2
"6333",0,46,1,3,0
"6334",0,59,1,5,0
"6335",0,40,0,2,2
"6336",0,65,0,4,2
"6337",0,59,1,10,2
"6338",1,44,1,3,1
"6339",1,27,0,2,3
"6340",0,59,1,3,0
"6341",1,31,1,4,3
"6342",0,47,1,3,2
"6343",0,38,0,1,0
"6344",1,20,1,4,0
"6345",0,47,0,3,2
"6346",0,22,1,3,1
"6347",0,58,1,2,3
"6348",0,59,0,3,3
"6349",0,31,0,4,3
"6350",0,42,0,3,1
"6351",0,57,1,6,1
"6352",0,54,0,3,2
"6353",0,47,0,3,0
"6354",0,55,0,2,1
"6355",0,59,1,3,1
"6356",0,36,0,2,0
"6357",0,27,1,7,2
"6358",0,59,0,3,3
"6359",1,30,1,2,2
"6360",0,35,1,2,2
"6361",1,29,1,2,1
"6362",0,47,1,2,0
"6363",0,46,1,2,2
"6364",0,47,0,4,1
"6365",0,64,1,3,1
"6366",0,29,0,7,1
"6367",1,27,0,5,3
"6368",0,42,0,4,1
"6369",0,47,0,4,2
"6370",0,36,1,2,2
"6371",0,60,1,2,1
"6372",0,61,0,4,2
"6373",0,18,0,5,1
"6374",0,57,0,3,1
"6375",0,40,1,3,1
"6376",0,56,1,4,1
"6377",0,46,0,2,2
"6378",1,27,0,2,3
"6379",0,64,0,3,3
"6380",0,36,0,3,3
"6381",0,34,0,5,3
"6382",0,59,1,3,1
"6383",1,40,1,3,2
"6384",0,60,0,2,2
"6385",0,24,0,4,2
"6386",0,40,1,3,3
"6387",1,26,0,3,1
"6388",0,37,1,6,0
"6389",0,19,1,3,0
"6390",1,22,0,2,2
"6391",0,26,1,2,2
"6392",0,54,0,5,2
"6393",0,32,1,2,2
"6394",0,36,1,3,0
"6395",0,57,1,2,0
"6396",1,33,0,2,3
"6397",1,22,0,5,3
"6398",0,48,1,4,1
"6399",1,24,1,2,2
"6400",0,61,1,3,2
"6401",0,38,0,5,3
"6402",1,32,1,2,2
"6403",0,41,0,3,1
"6404",0,33,0,2,0
"6405",1,35,0,2,1
"6406",0,36,0,3,2
"6407",0,60,1,2,1
"6408",1,35,0,3,2
"6409",0,55,0,4,2
"6410",1,32,1,6,2
"6411",0,53,0,1,0
"6412",0,26,1,5,1
"6413",0,63,1,4,1
"6414",0,61,0,3,0
"6415",0,35,0,4,1
"6416",0,45,0,2,1
"6417",0,46,0,3,2
"6418",0,65,0,4,2
"6419",1,21,0,3,0
"6420",1,21,1,3,2
"6421",1,22,1,5,1
"6422",0,56,1,8,0
"6423",0,54,0,4,2
"6424",0,31,0,2,1
"6425",0,47,1,3,0
"6426",1,32,0,3,1
"6427",0,30,0,7,3
"6428",0,47,1,2,1
"6429",1,36,0,6,1
"6430",0,50,0,3,3
"6431",0,19,1,3,0
"6432",0,53,0,2,1
"6433",1,25,1,2,2
"6434",0,27,0,5,0
"6435",0,38,0,2,2
"6436",0,22,1,4,2
"6437",0,29,0,4,2
"6438",0,53,0,1,3
"6439",1,27,1,4,1
"6440",0,25,0,3,0
"6441",0,52,1,4,3
"6442",0,46,1,2,2
"6443",0,65,1,5,2
"6444",0,46,0,5,1
"6445",0,42,1,3,2
"6446",0,28,0,3,1
"6447",1,19,0,3,1
"6448",0,56,0,4,1
"6449",0,50,1,5,1
"6450",0,25,1,3,2
"6451",1,46,0,4,2
"6452",0,59,0,3,2
"6453",0,33,0,4,0
"6454",0,54,1,3,1
"6455",0,62,1,3,2
"6456",0,47,0,3,3
"6457",0,38,0,3,1
"6458",1,22,0,5,3
"6459",1,29,0,4,2
"6460",0,24,1,3,3
"6461",0,25,1,2,1
"6462",0,49,0,5,0
"6463",0,53,0,2,1
"6464",0,48,0,3,2
"6465",0,52,0,2,0
"6466",0,23,1,4,3
"6467",1,24,0,3,0
"6468",0,29,0,3,0
"6469",0,56,0,1,1
"6470",0,43,0,2,1
"6471",0,34,1,3,1
"6472",0,55,1,3,2
"6473",0,37,0,3,3
"6474",1,20,1,4,2
"6475",0,59,0,2,2
"6476",0,36,0,4,2
"6477",0,65,0,3,2
"6478",0,22,0,6,1
"6479",0,65,1,3,3
"6480",1,52,1,3,3
"6481",0,34,0,4,0
"6482",0,61,0,4,2
"6483",0,38,0,2,2
"6484",0,55,0,3,2
"6485",1,31,1,2,2
"6486",0,29,0,3,3
"6487",0,45,1,4,0
"6488",1,19,1,3,2
"6489",0,39,1,4,1
"6490",0,21,0,3,3
"6491",0,53,0,3,2
"6492",0,49,1,5,3
"6493",1,26,0,2,2
"6494",1,30,0,3,1
"6495",0,43,0,3,3
"6496",0,39,1,2,3
"6497",0,56,0,4,3
"6498",1,25,0,3,2
"6499",0,57,0,4,1
"6500",0,59,0,5,1
"6501",0,27,1,3,3
"6502",0,61,1,2,3
"6503",0,41,1,2,1
"6504",0,40,1,3,2
"6505",0,57,1,3,1
"6506",0,58,0,3,1
"6507",1,19,0,2,1
"6508",0,35,0,4,2
"6509",0,29,0,2,3
"6510",1,19,1,3,0
"6511",0,31,0,2,2
"6512",0,57,1,4,1
"6513",0,43,1,2,0
"6514",1,20,1,3,3
"6515",0,47,1,4,2
"6516",1,42,1,3,3
"6517",1,26,0,4,0
"6518",0,46,0,4,2
"6519",1,39,1,3,2
"6520",0,41,0,2,2
"6521",0,27,1,2,2
"6522",0,46,1,2,2
"6523",0,61,1,2,2
"6524",0,50,0,3,1
"6525",1,19,0,2,0
"6526",0,44,1,2,2
"6527",0,38,1,2,1
"6528",0,37,0,2,3
"6529",0,32,1,4,2
"6530",0,39,0,1,2
"6531",0,42,1,5,1
"6532",0,46,0,3,2
"6533",0,44,1,1,2
"6534",0,36,0,2,2
"6535",1,26,1,2,2
"6536",0,50,1,3,1
"6537",0,39,0,4,0
"6538",0,49,1,3,0
"6539",0,41,0,4,2
"6540",0,63,1,4,1
"6541",0,29,0,2,2
"6542",0,55,0,3,2
"6543",1,25,1,3,1
"6544",0,58,1,2,1
"6545",0,49,1,3,2
"6546",0,36,0,3,2
"6547",0,39,1,4,1
"6548",0,39,0,6,1
"6549",0,60,0,2,2
"6550",0,44,0,3,2
"6551",0,33,0,3,1
"6552",0,42,1,4,0
"6553",0,63,0,3,1
"6554",0,49,1,6,1
"6555",0,56,0,2,1
"6556",1,21,0,2,1
"6557",0,62,1,3,2
"6558",0,30,1,6,3
"6559",0,29,0,4,0
"6560",1,22,1,2,2
"6561",0,61,1,2,1
"6562",1,23,0,5,1
"6563",0,39,1,3,3
"6564",0,26,1,2,1
"6565",0,60,1,2,1
"6566",1,22,1,4,0
"6567",1,27,0,3,2
"6568",1,38,0,3,3
"6569",0,29,1,2,0
"6570",1,21,0,5,1
"6571",1,21,0,2,2
"6572",0,48,1,4,1
"6573",0,29,0,2,1
"6574",0,56,0,2,3
"6575",0,64,1,4,2
"6576",0,34,0,1,1
"6577",0,36,1,4,3
"6578",0,47,0,2,2
"6579",0,48,0,4,3
"6580",0,20,1,2,0
"6581",0,42,1,4,1
"6582",0,36,1,5,0
"6583",0,51,1,2,1
"6584",0,37,1,4,1
"6585",0,38,0,2,0
"6586",0,53,0,2,1
"6587",0,46,1,1,3
"6588",0,57,0,5,2
"6589",0,52,0,4,0
"6590",0,60,0,3,1
"6591",1,22,1,1,2
"6592",1,26,0,6,2
"6593",0,28,1,2,0
"6594",1,24,0,2,2
"6595",1,40,0,5,2
"6596",0,43,0,2,3
"6597",0,29,0,5,1
"6598",1,27,0,6,2
"6599",1,25,0,4,2
"6600",0,28,0,5,2
"6601",0,64,0,2,0
"6602",0,56,0,2,0
"6603",0,57,1,2,0
"6604",0,43,1,4,3
"6605",0,58,1,3,0
"6606",0,35,0,3,2
"6607",0,44,0,4,3
"6608",0,54,0,2,2
"6609",0,53,0,2,1
"6610",1,22,0,4,1
"6611",0,47,0,5,2
"6612",0,63,1,4,3
"6613",0,62,0,4,0
"6614",0,40,1,5,2
"6615",0,64,0,2,2
"6616",0,32,0,3,0
"6617",0,36,0,5,0
"6618",0,59,0,3,0
"6619",0,50,0,4,1
"6620",0,45,0,3,1
"6621",0,51,0,3,2
"6622",0,57,1,3,0
"6623",0,48,0,2,3
"6624",0,45,1,3,1
"6625",0,65,1,4,0
"6626",0,65,1,2,1
"6627",0,65,0,3,2
"6628",0,62,0,2,3
"6629",0,48,0,6,1
"6630",1,34,1,2,1
"6631",0,29,1,3,2
"6632",0,36,1,3,1
"6633",0,62,0,3,1
"6634",0,35,1,3,2
"6635",1,18,0,5,1
"6636",0,36,0,5,1
"6637",0,57,1,2,2
"6638",1,34,1,2,2
"6639",0,28,0,2,0
"6640",0,61,1,4,3
"6641",0,44,1,2,2
"6642",0,50,1,3,3
"6643",1,35,1,4,1
"6644",0,35,0,2,1
"6645",0,31,1,2,1
"6646",1,26,0,4,1
"6647",0,46,0,5,3
"6648",0,64,1,2,2
"6649",0,28,0,2,1
"6650",0,27,1,3,1
"6651",0,42,1,3,1
"6652",1,21,0,3,1
"6653",1,23,0,4,1
"6654",0,50,1,3,1
"6655",0,51,1,2,3
"6656",0,34,1,2,0
"6657",0,38,0,6,3
"6658",1,20,0,2,3
"6659",0,50,0,2,2
"6660",0,30,0,3,0
"6661",0,41,1,1,3
"6662",0,19,1,3,1
"6663",0,43,0,2,2
"6664",1,24,1,3,3
"6665",0,40,0,4,1
"6666",0,45,1,3,1
"6667",0,43,1,3,1
"6668",0,64,1,2,1
"6669",0,57,0,5,1
"6670",0,62,0,3,3
"6671",0,38,0,3,2
"6672",0,57,0,3,3
"6673",0,37,1,3,3
"6674",0,42,0,2,1
"6675",0,36,1,3,0
"6676",1,27,1,2,2
"6677",0,43,1,3,2
"6678",1,24,0,4,2
"6679",0,64,0,3,3
"6680",0,47,1,2,3
"6681",1,29,0,1,0
"6682",0,40,1,2,1
"6683",0,36,1,2,1
"6684",0,25,1,3,2
"6685",1,28,0,2,2
"6686",0,63,0,4,1
"6687",0,59,0,6,1
"6688",0,45,0,2,1
"6689",0,56,1,3,0
"6690",0,63,0,4,1
"6691",1,27,0,2,2
"6692",0,46,1,3,3
"6693",0,35,0,4,3
"6694",1,20,1,5,0
"6695",0,56,0,8,1
"6696",0,52,1,2,0
"6697",1,24,0,2,1
"6698",0,63,1,6,2
"6699",1,21,1,4,3
"6700",0,58,0,3,2
"6701",0,21,1,3,2
"6702",0,50,1,5,0
"6703",1,31,1,3,0
"6704",1,28,1,3,3
"6705",0,37,0,5,1
"6706",0,63,1,4,2
"6707",0,41,1,3,1
"6708",0,47,0,2,2
"6709",1,27,0,2,1
"6710",0,36,0,3,1
"6711",0,60,1,4,0
"6712",0,64,1,4,2
"6713",0,64,0,2,0
"6714",0,35,1,3,2
"6715",0,63,0,4,1
"6716",1,32,0,3,2
"6717",1,21,0,2,0
"6718",1,54,0,2,2
"6719",0,61,1,2,1
"6720",0,38,1,4,2
"6721",0,22,0,3,0
"6722",0,41,0,6,2
"6723",0,50,1,3,2
"6724",0,27,1,4,0
"6725",0,32,0,3,2
"6726",0,29,0,6,1
"6727",0,50,0,5,2
"6728",0,43,1,2,2
"6729",0,33,0,5,3
"6730",0,40,0,6,2
"6731",1,38,1,3,3
"6732",0,63,0,3,1
"6733",0,55,1,4,0
"6734",1,24,0,3,2
"6735",1,30,0,4,3
"6736",1,19,1,4,1
"6737",0,42,0,3,2
"6738",0,33,1,5,0
"6739",1,26,1,3,2
"6740",0,48,1,5,0
"6741",0,36,1,3,1
"6742",0,54,0,3,2
"6743",0,47,0,3,2
"6744",1,22,1,4,3
"6745",1,27,1,4,2
"6746",0,45,1,3,3
"6747",0,31,1,2,2
"6748",0,41,0,3,3
"6749",0,48,0,5,3
"6750",0,29,0,2,0
"6751",0,30,0,6,1
"6752",0,57,0,3,1
"6753",0,36,0,2,3
"6754",1,21,1,3,0
"6755",1,21,1,4,0
"6756",0,30,0,3,3
"6757",1,19,0,2,1
"6758",0,55,1,4,2
"6759",0,30,1,4,2
"6760",1,36,0,3,2
"6761",0,33,1,4,1
"6762",0,55,1,3,2
"6763",0,44,0,3,1
"6764",0,30,1,2,2
"6765",1,26,1,4,1
"6766",0,38,0,4,1
"6767",0,31,1,3,2
"6768",0,35,1,4,2
"6769",0,45,0,2,1
"6770",1,22,1,3,1
"6771",0,64,1,3,1
"6772",0,34,1,4,2
"6773",0,58,0,2,1
"6774",0,28,1,5,1
"6775",0,39,1,2,2
"6776",0,58,1,2,1
"6777",0,64,0,3,2
"6778",1,21,0,3,3
"6779",0,45,1,5,2
"6780",0,62,0,5,2
"6781",1,29,1,5,2
"6782",0,37,0,4,0
"6783",1,36,0,3,1
"6784",0,57,1,4,3
"6785",0,63,0,2,1
"6786",0,50,1,5,2
"6787",1,26,1,1,1
"6788",0,55,1,5,3
"6789",0,59,0,3,1
"6790",1,20,0,9,1
"6791",0,31,1,4,1
"6792",0,62,1,2,2
"6793",0,50,0,2,3
"6794",0,40,0,3,3
"6795",0,52,1,4,2
"6796",1,28,1,3,0
"6797",0,44,0,3,3
"6798",0,28,0,2,2
"6799",1,25,1,7,2
"6800",0,63,0,3,3
"6801",0,33,1,3,2
"6802",0,59,1,4,1
"6803",0,49,1,2,2
"6804",1,44,0,3,2
"6805",0,43,1,2,0
"6806",0,46,0,3,2
"6807",0,44,0,3,1
"6808",0,34,0,3,3
"6809",0,40,1,3,1
"6810",0,46,1,3,1
"6811",0,53,0,3,3
"6812",0,30,0,3,2
"6813",0,53,0,2,1
"6814",1,21,0,4,3
"6815",0,33,1,5,2
"6816",0,61,1,5,1
"6817",0,25,0,2,2
"6818",0,40,1,3,2
"6819",0,61,0,3,3
"6820",0,42,1,2,3
"6821",1,21,0,3,2
"6822",0,44,0,1,2
"6823",0,49,1,3,0
"6824",0,35,1,2,1
"6825",0,54,1,3,1
"6826",0,32,0,2,3
"6827",0,29,1,2,1
"6828",0,35,0,3,3
"6829",1,31,0,3,3
"6830",0,30,0,3,2
"6831",1,19,1,3,2
"6832",0,43,0,4,0
"6833",0,26,1,4,0
"6834",0,52,0,4,0
"6835",0,61,1,4,1
"6836",0,46,0,5,1
"6837",0,38,1,5,0
"6838",0,35,0,1,2
"6839",0,28,1,2,1
"6840",0,33,1,2,3
"6841",0,38,0,3,3
"6842",0,63,1,2,3
"6843",0,38,1,4,2
"6844",0,57,0,4,3
"6845",0,39,0,3,2
"6846",0,38,1,2,2
"6847",0,28,1,1,2
"6848",0,18,1,4,2
"6849",1,21,1,5,1
"6850",0,42,0,4,1
"6851",0,59,1,5,3
"6852",1,33,0,3,3
"6853",0,35,0,3,3
"6854",1,26,1,3,2
"6855",1,39,1,4,1
"6856",0,33,0,5,1
"6857",0,21,1,5,1
"6858",0,40,1,3,2
"6859",0,62,0,5,1
"6860",0,58,0,2,1
"6861",0,56,0,3,2
"6862",0,23,0,3,1
"6863",0,44,1,3,0
"6864",0,45,1,3,2
"6865",0,55,0,2,2
"6866",0,39,1,2,0
"6867",1,29,1,2,1
"6868",1,42,1,2,1
"6869",0,41,1,3,2
"6870",0,54,0,3,3
"6871",0,43,0,3,0
"6872",0,36,0,3,2
"6873",0,63,1,5,2
"6874",0,45,0,2,2
"6875",0,30,1,4,1
"6876",0,36,1,2,2
"6877",1,31,1,2,1
"6878",0,51,1,2,3
"6879",0,63,0,3,2
"6880",0,59,1,3,1
"6881",0,29,1,6,1
"6882",0,57,1,3,1
"6883",0,25,0,3,2
"6884",0,44,1,4,3
"6885",0,62,0,4,2
"6886",0,64,1,3,3
"6887",0,56,1,3,1
"6888",0,53,0,2,3
"6889",0,50,0,3,0
"6890",1,28,0,3,1
"6891",0,32,1,3,2
"6892",0,63,1,4,1
"6893",0,19,0,5,0
"6894",0,30,1,2,1
"6895",0,50,1,5,2
"6896",1,33,0,2,2
"6897",0,34,0,3,1
"6898",0,49,0,3,1
"6899",1,26,1,2,2
"6900",0,52,0,3,2
"6901",0,28,1,3,2
"6902",0,55,0,3,3
"6903",0,43,1,2,0
"6904",0,34,0,4,1
"6905",0,42,0,4,3
"6906",1,25,1,2,2
"6907",1,21,1,3,1
"6908",0,41,0,7,1
"6909",1,22,0,4,0
"6910",0,35,0,2,3
"6911",1,38,1,4,3
"6912",0,35,0,3,2
"6913",0,21,0,2,2
"6914",1,32,0,3,2
"6915",0,36,0,2,3
"6916",0,64,0,3,1
"6917",0,50,0,3,1
"6918",0,64,1,5,2
"6919",0,29,1,3,3
"6920",0,30,0,3,2
"6921",0,29,1,4,2
"6922",0,47,1,2,1
"6923",0,64,1,5,2
"6924",0,44,0,4,1
"6925",0,40,0,3,0
"6926",0,30,0,3,1
"6927",0,62,1,3,1
"6928",0,42,1,3,2
"6929",1,22,1,2,1
"6930",0,40,1,5,2
"6931",1,27,1,2,0
"6932",0,25,0,3,2
"6933",0,34,1,3,1
"6934",0,45,0,4,2
"6935",0,49,0,4,3
"6936",1,21,0,4,1
"6937",0,62,1,5,0
"6938",0,33,1,5,0
"6939",0,30,1,4,2
"6940",0,63,1,2,2
"6941",1,18,1,2,2
"6942",0,54,0,2,0
"6943",1,29,0,3,2
"6944",0,57,0,3,2
"6945",0,36,1,4,1
"6946",0,41,0,3,0
"6947",0,64,0,3,2
"6948",0,20,1,4,0
"6949",0,27,1,3,2
"6950",0,28,0,4,1
"6951",0,38,0,4,3
"6952",0,53,1,3,2
"6953",1,23,1,4,0
"6954",0,44,0,2,2
"6955",0,60,1,2,0
"6956",1,23,0,4,0
"6957",0,40,1,3,2
"6958",0,31,1,3,1
"6959",0,63,1,4,2
"6960",0,50,0,2,1
"6961",0,49,0,2,1
"6962",0,26,1,3,1
"6963",0,30,0,3,3
"6964",0,60,1,5,0
"6965",0,32,1,3,2
"6966",0,56,0,3,1
"6967",1,23,0,4,2
"6968",0,47,1,2,1
"6969",0,31,0,4,1
"6970",0,38,0,3,2
"6971",0,46,0,4,0
"6972",0,39,0,2,3
"6973",0,36,0,4,0
"6974",0,55,1,2,0
"6975",1,20,0,2,0
"6976",1,23,1,3,0
"6977",0,19,0,1,3
"6978",1,34,1,3,2
"6979",0,22,0,3,1
"6980",1,34,1,3,3
"6981",1,27,1,2,0
"6982",1,27,1,3,2
"6983",0,35,0,2,0
"6984",0,33,0,2,1
"6985",0,45,1,4,3
"6986",0,41,1,2,1
"6987",0,34,0,4,2
"6988",0,53,0,3,2
"6989",0,37,1,4,1
"6990",0,54,0,3,1
"6991",0,31,1,3,1
"6992",0,48,1,4,3
"6993",0,62,1,4,1
"6994",1,20,1,4,2
"6995",0,31,0,3,3
"6996",0,52,1,6,1
"6997",1,21,1,3,3
"6998",0,56,1,3,3
"6999",0,63,1,4,2
"7000",0,24,1,5,0
"7001",0,30,0,5,2
"7002",0,58,0,3,2
"7003",1,30,0,3,2
"7004",0,42,0,4,1
"7005",0,53,1,2,2
"7006",0,49,0,3,0
"7007",0,27,0,5,1
"7008",1,27,1,5,2
"7009",0,54,0,2,1
"7010",1,19,0,3,0
"7011",1,22,1,2,2
"7012",1,19,1,2,3
"7013",0,38,1,3,1
"7014",0,33,1,4,0
"7015",0,57,0,4,1
"7016",0,62,0,4,1
"7017",0,47,0,2,2
"7018",1,23,0,3,2
"7019",0,63,1,2,1
"7020",0,45,1,3,0
"7021",0,48,0,3,1
"7022",1,20,1,5,2
"7023",0,30,0,4,1
"7024",0,42,0,2,3
"7025",0,40,0,4,0
"7026",0,20,1,2,0
"7027",0,39,0,3,3
"7028",0,24,1,3,2
"7029",0,38,1,2,1
"7030",1,21,1,2,1
"7031",0,54,0,5,2
"7032",0,55,1,3,2
"7033",0,32,0,2,0
"7034",0,64,1,3,2
"7035",0,39,0,3,0
"7036",0,24,1,3,1
"7037",0,52,1,5,0
"7038",0,57,1,4,1
"7039",0,40,0,4,2
"7040",0,28,1,2,0
"7041",1,45,1,4,1
"7042",1,22,0,2,1
"7043",1,20,0,2,1
"7044",0,36,1,2,2
"7045",0,42,1,3,1
"7046",0,63,0,6,1
"7047",0,33,1,3,1
"7048",0,43,1,2,0
"7049",0,57,1,3,2
