title,date,summary
Great,"Reviewed April 2, 2016 ","We expected the atmosphere at the game to be a bit better and people to be louder but I guess the match wasn't that important for Barcelona. Overall great experience, would be nice if beer they sold there had more than 0,00% ;)"
camp nou,"Reviewed April 2, 2016 ","amazing, was in round of 16 between Barca and Arsenal.
great watching exerpince,
highly recommend to buy a ticket to the lower lines for better view."
Excellent tour of one of the most beautiful stadiums in Europe,"Reviewed April 2, 2016 ","Great attraction for Barcelona, the tour gives you access to the museum of the club (not only football), the lockers, the stand, and the press stand. Excellent devices and marketing for tourists, the club really invests in its image and for client service. A big...More"
The mekka for football fans,"Reviewed April 1, 2016 ","Camp Nou and the Barcelona Museum is well worth a visit if you are a football fan. I have been there both for the tour and museum, but if there is a match on, you should go through fire to get a ticket...."
Must see,"Reviewed April 1, 2016 ","Even if you aren't a football fan, I highly recommend visiting camp Nou - wonderful experience to see how one of the worlds best football clubs manage its team, visitors and the media. Nice and massive souvenir shop too!"
WOW,"Reviewed April 1, 2016 ",With two sons this trip was really the main reason for visiting the city. The stadium is magnificent and the sense of history is everywhere. We spent three hours walking around and my youngest son especially who is not a fan of walking was mesmerised....More
Home of Messi! Hi Tech and Interactive for the Soccer Enthusiast,"Reviewed April 1, 2016 ",Modern and slick with dramatic lighting and an enormous display of trophies and gear from years past.  Lots of interactive technology displays with footage of all the great soccer moments in recent years.  The tour of the stadium was great. There is a huge merchandise...More
Gorgeous stadium and a must see for FCB fans!!,"Reviewed March 31, 2016 ","Would have preferred to go to a game played there but since there was no game the days we were there, we opted to take a tour. We were able to check out the stadium seats, walk down to the field by their seats. No...More"
Great but not spectacular,"Reviewed March 31, 2016 ","Took the Camp Nou Experience Tour & Museum. The Museum is nice and the tour includes the locker, ground, stands and press box. The only annoying bit was that the entry is expensive and on top they charge extra for an audio guide. A guided...More"
A must do,"Reviewed March 31, 2016 ",This is a must do while in Barcelona. We found it a bit expensive but football lovers will love it. Bearing in mind that there are very few tickets on sale for the matches at least you can see the home of a such important...More
Too many people just rushing through taking photos,"Reviewed March 31, 2016 ","Although we were not aware at the time of the visit, we went to the Nou Camp on the day the Barcelona legend Johan Cruyff died, which made this very poignant.
As an avid football fan, I was really looking forward to the visit to...More"
A must while in Barcelona,"Reviewed March 31, 2016 ",Just walking into this stadium is magical so plan to take in a match if at all possible. If you can't then take the tour and most certainly go to the Mega Store!
Tour was okay but expensive ,"Reviewed March 31, 2016 ",Me and my partner visited here for the tour as  we are both big football fans. The stadium/pitch  itself was amazing to see but the tour was quite over priced for what it is . You get the opportunity to have pictures taken which is...More
Interesting,"Reviewed March 31, 2016 ","All titles , rewards and Cups were there shown, history on big enormous Screens were shown.. Very organised place to visit."
Ok!,"Reviewed March 31, 2016 ","Visited from England to watch Barcelona v Arsenal in the Champions League.
I was buzzing to visit Camp Nou, one of the worlds most known stadiums and football clubs but I left feeling a little disappointed.
This was in the away section of the stadium,...More"
Great Experience,"Reviewed March 31, 2016 ","My daughter bought my husband this trip for his birthday, and she went as well. Wow, what a stadium, very slick marketing by the club, but everyone was made to feel welcome. The photo-shoot with the European Champions cup is now his screen saver. Recommend...More"
Go Barca!,"Reviewed March 30, 2016 ",To visit the stadium you must travel a bit - we took the city guide bus to avoid parking problems. The only negative remark is the high entrance fee to go inside
Great experience!,"Reviewed March 30, 2016 ",It was our first visit to Camp Nou and we had a great time. We had tried to visit Barcelona when there was a match but couldn't but the experience of the ground was almost as good and well worth a visit.
El Cant del Barça,"Reviewed March 30, 2016 ","Top Tip:  Get off at the Les Corts underground station on Game day and walk with the fans to the ground to soak in the atmosphere!!

Came here for the game against Getafe and also did the stadium tour the following day.  It was worth...More"
Barça can do no wrong,"Reviewed March 30, 2016 ","If you have the possibility to watch a match, it is so worth it! If it's an important match the tickets can be really expensive (Barcelona vs Sevilla had the cheapest for around 80 euros), but watching Barça play was truly spectacular. 

If you have...More"
Loved it!!!!!,"Reviewed March 30, 2016 ","Not a big football fanatic. But after this tour I am definitely watching more football. The tour was very thorough even though it was busy, it didn't feel crowded and we did everything at our own pace. Would recommend it."
Goioid for football fans,"Reviewed March 30, 2016 ","My partner wanted to see Barcelona FC ground. The exhibition area is enormous and shows all sorts of memorabilia, but the highlight is seeing the actual pitch, close-up."
Well organised,"Reviewed March 30, 2016 ","This is one of those tours you look forward to with mixed feelings, it's a stadium tour right, how good could it be?  The answer is, it's great, really well done, you are leftover your own devices and can take as much time as you...More"
a must see place for soccer fans,"Reviewed March 30, 2016 ","Spent 3 hours with my husband in this place, where we had seen the stadium, the green grass, the locker room of the visiting team, a  museum that has an exhibition of all the trophies the club won over the years and a big and...More"
Good but very very busy,"Reviewed March 30, 2016 ","Visited Wednesday morning: thronged with people. Museum varied. Great on the history - audio guide and displays very detailed. Whole tinged with Catalan feelings of identity. Get there early if you can. So, a great stadium, but it ain't The Riverside (insert own ground here)."
champions league fixture,"Reviewed March 30, 2016 ","Its amazing to watch this team play live.  If you have the chance to go, then it is def worth it.  The only reason I did not give it 5 stars is because the facilities at the stadium are run down and the corridor reeked...More"
