age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
38,blue-collar,single,secondary,no,530,no,no,unknown,20,jun,17,6,-1,0,unknown,no
30,technician,single,secondary,no,10152,yes,no,cellular,6,apr,1108,2,270,1,failure,no
31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,-1,0,unknown,yes
44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown,no
31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,3,-1,0,unknown,yes
48,management,married,tertiary,no,1741,yes,yes,telephone,18,nov,40,1,-1,0,unknown,no
31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,2,-1,0,unknown,no
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes
47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no
31,blue-collar,married,primary,no,2198,no,no,unknown,2,jun,532,2,-1,0,unknown,no
33,blue-collar,married,primary,no,329,yes,no,unknown,9,may,44,1,-1,0,unknown,no
56,services,married,secondary,no,4763,yes,no,telephone,28,jul,106,6,-1,0,unknown,no
36,services,married,secondary,no,393,yes,yes,unknown,21,may,126,1,-1,0,unknown,no
33,student,single,unknown,no,2321,no,no,cellular,15,apr,699,2,381,2,failure,no
34,admin.,divorced,secondary,no,0,yes,no,cellular,6,may,153,1,-1,0,unknown,no
61,housemaid,single,unknown,no,893,no,no,telephone,2,feb,324,1,-1,0,unknown,no
52,management,divorced,tertiary,no,1988,yes,no,cellular,6,may,88,1,299,1,failure,no
46,admin.,married,secondary,no,1252,yes,yes,cellular,17,nov,59,1,-1,0,unknown,no
41,admin.,married,secondary,no,683,no,yes,cellular,20,nov,77,1,-1,0,unknown,no
50,admin.,married,secondary,no,-79,no,yes,cellular,6,aug,138,7,-1,0,unknown,no
38,technician,married,secondary,no,634,no,no,unknown,19,jun,211,2,-1,0,unknown,no
26,technician,single,tertiary,no,3628,no,no,cellular,5,may,151,1,-1,0,unknown,no
46,technician,married,unknown,no,557,yes,no,cellular,28,jan,148,1,197,4,failure,no
54,retired,married,secondary,no,785,yes,no,unknown,9,may,86,2,-1,0,unknown,no
20,student,single,primary,no,6991,no,no,cellular,12,aug,178,2,-1,0,unknown,yes
33,technician,divorced,tertiary,no,839,yes,no,unknown,28,may,469,3,-1,0,unknown,no
30,management,single,tertiary,no,220,yes,no,cellular,4,may,233,2,-1,0,unknown,no
40,admin.,married,secondary,no,3126,yes,no,cellular,30,mar,186,2,90,5,failure,no
42,services,single,secondary,no,241,yes,no,cellular,5,may,704,2,-1,0,unknown,no
47,management,divorced,tertiary,no,697,yes,no,cellular,30,jan,139,1,-1,0,unknown,no
32,student,single,tertiary,no,214,no,no,cellular,4,may,117,1,-1,0,unknown,no
34,management,married,tertiary,no,11,yes,no,cellular,17,jul,654,1,-1,0,unknown,no
47,admin.,single,secondary,no,3696,no,no,cellular,12,jan,758,4,-1,0,unknown,yes
39,management,married,secondary,no,2981,no,no,cellular,26,mar,200,1,-1,0,unknown,yes
40,self-employed,married,secondary,no,0,no,no,unknown,19,jun,61,1,-1,0,unknown,no
36,technician,married,secondary,no,318,no,no,cellular,30,jul,295,2,-1,0,unknown,no
31,blue-collar,single,primary,no,342,yes,no,cellular,18,may,284,2,-1,0,unknown,no
27,technician,single,secondary,no,2293,yes,no,cellular,18,may,317,3,364,1,other,no
33,self-employed,married,tertiary,no,1301,yes,no,unknown,21,may,184,2,-1,0,unknown,no
32,blue-collar,single,primary,no,7,yes,no,cellular,13,may,109,1,-1,0,unknown,no
30,management,single,tertiary,no,78,yes,no,unknown,15,may,73,2,-1,0,unknown,no
43,technician,single,secondary,no,0,yes,no,unknown,14,may,37,3,-1,0,unknown,no
27,management,single,tertiary,no,1277,no,no,cellular,30,jan,267,4,-1,0,unknown,no
26,technician,single,secondary,no,152,no,yes,cellular,29,jan,90,1,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,28,aug,59,10,-1,0,unknown,no
29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,-1,0,unknown,no
39,services,divorced,secondary,no,2,yes,yes,unknown,11,jun,62,1,-1,0,unknown,no
60,management,married,tertiary,no,3401,no,no,cellular,30,oct,294,1,270,1,failure,yes
57,management,divorced,tertiary,no,408,yes,no,cellular,13,may,402,2,351,1,failure,no
42,blue-collar,single,primary,no,1401,yes,no,unknown,19,jun,69,1,-1,0,unknown,no
25,student,single,tertiary,no,58,no,no,cellular,24,jul,139,5,-1,0,unknown,yes
60,management,married,tertiary,no,328,yes,no,unknown,20,may,72,5,-1,0,unknown,no
45,admin.,married,secondary,no,1387,yes,no,cellular,10,jul,446,1,-1,0,unknown,no
44,technician,married,primary,no,2887,yes,no,unknown,13,may,182,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,185,yes,yes,unknown,5,jun,471,3,-1,0,unknown,no
32,management,single,tertiary,no,933,yes,no,cellular,12,may,147,4,307,1,failure,no
50,retired,married,secondary,no,6998,yes,no,unknown,29,may,1196,1,-1,0,unknown,no
38,management,single,tertiary,no,2117,no,no,cellular,14,aug,81,2,-1,0,unknown,no
48,services,married,secondary,no,127,no,no,cellular,8,jul,117,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,1445,yes,no,unknown,20,may,140,1,-1,0,unknown,no
42,management,married,tertiary,no,36,no,no,cellular,14,aug,366,2,-1,0,unknown,no
42,technician,married,secondary,no,122,yes,no,cellular,6,may,74,2,-1,0,unknown,no
36,technician,single,secondary,no,317,yes,no,cellular,30,jan,198,2,266,2,failure,no
35,blue-collar,married,secondary,no,1312,yes,no,cellular,18,may,224,1,-1,0,unknown,no
29,services,single,secondary,no,271,yes,no,unknown,20,may,1882,2,-1,0,unknown,yes
51,technician,married,secondary,no,349,yes,no,unknown,16,may,97,3,-1,0,unknown,no
37,blue-collar,married,primary,no,5,yes,no,unknown,23,may,266,2,-1,0,unknown,no
28,technician,single,tertiary,no,0,yes,no,cellular,15,apr,217,2,-1,0,unknown,no
36,technician,married,secondary,no,1975,no,no,cellular,18,jul,835,1,-1,0,unknown,no
60,retired,married,secondary,no,2674,no,no,cellular,14,jul,96,2,-1,0,unknown,no
32,management,married,tertiary,no,2431,no,no,cellular,28,aug,19,19,-1,0,unknown,no
35,technician,single,secondary,no,144,no,no,cellular,22,jul,163,2,-1,0,unknown,no
23,admin.,single,secondary,no,366,no,no,unknown,20,aug,22,1,-1,0,unknown,no
42,technician,married,secondary,no,300,yes,no,cellular,19,nov,76,1,-1,0,unknown,no
72,retired,married,primary,no,0,no,no,cellular,29,dec,215,2,-1,0,unknown,no
59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,1827,yes,no,unknown,19,may,211,2,-1,0,unknown,no
34,technician,married,secondary,no,945,yes,yes,cellular,24,jul,181,1,-1,0,unknown,no
30,admin.,single,secondary,no,939,yes,no,cellular,17,apr,207,1,-1,0,unknown,no
32,management,married,tertiary,no,905,no,no,cellular,12,feb,666,4,-1,0,unknown,yes
57,management,divorced,tertiary,no,442,no,no,cellular,5,feb,41,1,253,3,failure,no
58,retired,divorced,unknown,no,5920,yes,no,cellular,21,nov,96,1,121,1,failure,no
32,services,divorced,secondary,no,5267,yes,no,cellular,21,nov,183,1,168,2,failure,no
42,blue-collar,married,unknown,no,665,yes,no,cellular,16,apr,291,1,332,3,failure,no
45,admin.,married,tertiary,no,2552,no,no,cellular,12,aug,149,7,-1,0,unknown,no
29,blue-collar,single,secondary,no,-16,yes,yes,cellular,5,may,201,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,6258,yes,no,unknown,15,may,139,7,-1,0,unknown,no
39,blue-collar,married,secondary,no,130,yes,no,unknown,13,may,141,6,-1,0,unknown,no
28,blue-collar,single,primary,no,2340,yes,no,unknown,19,jun,399,1,-1,0,unknown,no
25,management,single,tertiary,no,362,no,no,cellular,3,jun,617,2,-1,0,unknown,yes
45,unemployed,single,secondary,no,0,yes,no,cellular,17,nov,113,2,-1,0,unknown,no
43,technician,married,primary,no,117,yes,no,unknown,7,may,84,2,-1,0,unknown,no
42,technician,divorced,secondary,no,-263,yes,no,cellular,22,jul,307,1,-1,0,unknown,no
36,housemaid,married,primary,no,4324,yes,no,cellular,18,nov,139,4,127,4,failure,no
34,technician,married,secondary,no,7487,no,no,cellular,7,aug,534,2,-1,0,unknown,no
30,services,single,secondary,yes,-366,yes,no,cellular,18,jul,516,1,-1,0,unknown,yes
48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
52,management,married,secondary,no,0,no,no,cellular,30,jul,249,3,-1,0,unknown,no
33,self-employed,married,tertiary,no,1099,no,no,cellular,5,feb,111,5,-1,0,unknown,no
41,unknown,single,unknown,no,1259,no,no,unknown,11,jun,177,8,-1,0,unknown,no
32,management,single,tertiary,no,2223,no,no,unknown,9,dec,10,1,-1,0,unknown,no
57,management,married,tertiary,no,5,yes,no,cellular,8,jul,96,1,-1,0,unknown,no
55,retired,married,secondary,no,18722,yes,no,unknown,12,may,128,2,-1,0,unknown,no
53,management,married,tertiary,no,210,no,no,cellular,19,aug,96,2,-1,0,unknown,no
40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,1,-1,0,unknown,yes
45,admin.,married,secondary,no,251,yes,no,cellular,19,aug,102,2,-1,0,unknown,no
32,self-employed,single,secondary,no,202,yes,no,cellular,16,apr,827,1,149,1,failure,no
29,housemaid,married,tertiary,no,420,yes,no,unknown,28,may,95,3,-1,0,unknown,no
51,management,married,tertiary,no,2635,no,no,cellular,8,mar,209,2,188,3,success,no
23,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,6,5,350,2,failure,no
35,self-employed,married,secondary,no,347,no,no,unknown,20,jun,231,1,-1,0,unknown,no
32,blue-collar,divorced,unknown,no,291,yes,yes,unknown,27,jun,120,6,-1,0,unknown,no
31,technician,single,secondary,no,2305,no,no,cellular,4,aug,139,1,-1,0,unknown,no
42,admin.,married,secondary,no,1279,yes,no,cellular,17,jul,50,1,-1,0,unknown,no
56,management,single,secondary,no,237,yes,no,telephone,17,nov,117,3,131,4,failure,no
29,blue-collar,married,secondary,no,577,yes,no,telephone,17,apr,501,3,331,10,other,no
28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,578,1,-1,0,unknown,yes
51,management,married,tertiary,no,-714,no,no,cellular,18,jul,83,2,-1,0,unknown,no
29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,unknown,yes
48,blue-collar,married,primary,no,1876,yes,no,unknown,20,jun,11,3,-1,0,unknown,no
32,blue-collar,married,primary,no,-283,yes,no,cellular,18,may,24,2,349,2,other,no
47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
35,technician,single,primary,no,744,yes,no,cellular,7,apr,1096,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,-607,yes,no,unknown,20,may,374,2,-1,0,unknown,no
32,management,married,tertiary,no,4,no,no,cellular,22,aug,195,4,-1,0,unknown,no
58,housemaid,married,tertiary,no,2858,no,no,cellular,31,jul,56,6,-1,0,unknown,no
45,management,divorced,tertiary,no,220,yes,no,unknown,18,jun,89,4,-1,0,unknown,no
45,unknown,married,primary,no,586,yes,no,telephone,21,jul,90,3,-1,0,unknown,no
48,technician,married,secondary,no,178,yes,no,unknown,17,jun,320,4,-1,0,unknown,no
30,blue-collar,married,secondary,no,173,yes,no,unknown,13,may,217,1,-1,0,unknown,no
