Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,0.19,0.06,0,0.01,0.26
Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26
The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.14,0,0.02,0.26
RealSports Football,2600,1981,Sports,Atari,0.24,0.01,0,0,0.26
Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,0.12,0.01,0,0.13,0.26
SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,0,0,0.26,0,0.26
Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26
Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0,0.03,0.26
Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari,0.19,0.06,0,0.01,0.26
The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0.15,0,0.06,0.26
Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.26
Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.15,0.08,0,0.02,0.26
McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment,0.14,0.1,0,0.02,0.26
Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive,0.13,0.1,0,0.03,0.26
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0,0.01,0.26
Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft,0.01,0,0.25,0,0.26
MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,0.24,0,0,0.02,0.26
Polarium,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
Samurai Warriors 4,PS3,2014,Action,Tecmo Koei,0,0,0.26,0,0.26
F1 2014,X360,2014,Racing,Codemasters,0.08,0.15,0,0.02,0.26
Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
Avatar: The Last Airbender - The Burning Earth,Wii,2007,Action,THQ,0.24,0,0,0.02,0.26
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,0.2,0.03,0,0.02,0.26
Bratz Ponyz 2,DS,2008,Adventure,Game Factory,0.24,0,0,0.02,0.26
A.C.E.: Another Century's Episode,PS2,2005,Simulation,Banpresto,0,0,0.26,0,0.26
Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,0.18,0.07,0,0,0.26
X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,0,0,0.26,0,0.26
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.18,0.07,0,0,0.26
Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0,0.01,0.26
Sega Rally Revo,PSP,2007,Racing,Sega,0.03,0.15,0,0.08,0.26
King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,0.13,0.1,0,0.03,0.26
Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,Virgin Interactive,0.14,0.1,0,0.02,0.26
Legendary,X360,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26
J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega,0,0,0.26,0,0.26
Daisy Fuentes Pilates,Wii,2009,Sports,505 Games,0.17,0.06,0,0.02,0.26
Star Trek: The Game,PS3,2013,Action,Namco Bandai Games,0.1,0.11,0,0.05,0.26
Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,0.15,0.03,0.06,0.02,0.26
Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,0.23,0,0,0.02,0.26
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005,Misc,THQ,0.19,0.06,0,0.01,0.26
Choro Q3,PS,1998,Racing,Takara,0,0,0.24,0.02,0.26
Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0,0,0.26,0,0.26
Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26
Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision,0.2,0.05,0,0.01,0.26
Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0,0.02,0.26
Bionicle: Matoran Adventures,GBA,2002,Platform,Electronic Arts,0.18,0.07,0,0,0.26
Armored Core: Master of Arena,PS,1999,Simulation,From Software,0.07,0.05,0.13,0.02,0.26
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0,0,0.26,0,0.26
Desert Falcon,2600,1987,Shooter,Atari,0.24,0.01,0,0,0.26
NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.26
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,0,0,0.26,0,0.26
A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto,0,0,0.26,0,0.26
ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games,0.18,0.07,0,0,0.26
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo,0.03,0.11,0.1,0.01,0.26
The Backyardigans,DS,2009,Adventure,Take-Two Interactive,0.24,0,0,0.02,0.26
Backyard NFL Football,GC,2002,Sports,Infogrames,0.2,0.05,0,0.01,0.26
All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.26
MTX Mototrax,PS2,2004,Racing,Activision,0.13,0.1,0,0.03,0.26
Tomb Raider: Underworld (Others sales),PS2,2009,Adventure,Eidos Interactive,0,0.21,0,0.04,0.26
NHL Rock the Rink,PS,1999,Sports,Electronic Arts,0.14,0.1,0,0.02,0.26
LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,0.1,0.13,0,0.03,0.26
NBA ShootOut 2004,PS2,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,Racing,Codemasters,0,0.25,0,0,0.26
Super Robot Taisen R,GBA,2002,Strategy,Banpresto,0,0,0.25,0.01,0.26
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0,0.26
Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.26
Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive,0.23,0.01,0,0.02,0.26
Doukyuusei if,SAT,1996,Role-Playing,NEC,0,0,0.26,0,0.26
Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0.07,0,0,0.25
Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0.05,0,0.01,0.25
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998,Sports,Axela,0,0,0.24,0.02,0.25
NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25
Kidou Senshi Gundam: Giren no Yabou,SAT,1998,Strategy,Namco Bandai Games,0,0,0.25,0,0.25
Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,0.23,0.01,0,0.02,0.25
Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0,0.03,0.25
Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0,0.02,0.25
Spelling Challenges and more!,PSP,2007,Misc,Crave Entertainment,0.24,0,0,0.02,0.25
Crusaders of Might and Magic,PS,1999,Role-Playing,3DO,0.14,0.1,0,0.02,0.25
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0,0.06,0.25
Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.12,0,0.04,0.25
Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,LucasArts,0.17,0.01,0,0.08,0.25
Bomberman Generation,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25
NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0,0,0.02,0.25
Surfing H3O,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25
Romance of the Three Kingdoms II,SNES,1991,Strategy,Tecmo Koei,0,0,0.25,0,0.25
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.1,0,0.04,0.25
Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.14,0.04,0.06,0.02,0.25
Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25
Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,0.18,0.07,0,0,0.25
The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,0.23,0,0,0.02,0.25
World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0,0.01,0.25
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,0.09,0.04,0.1,0.03,0.25
Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,0,0,0.25,0,0.25
Power Pro Kun Pocket 2,GB,2000,Sports,Konami Digital Entertainment,0,0,0.25,0,0.25
Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.11,0,0.04,0.25
Happy Feet,GC,2006,Action,Midway Games,0.2,0.05,0,0.01,0.25
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003,Misc,Disney Interactive Studios,0.12,0.1,0,0.03,0.25
Triple Play 2002,XB,2002,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
Scrabble,DS,2009,Misc,Ubisoft,0.21,0.02,0,0.03,0.25
Evil Zone,PS,1998,Fighting,Titus,0.14,0.1,0,0.02,0.25
Spy Kids Challenger,GBA,2002,Platform,Disney Interactive Studios,0.18,0.07,0,0,0.25
K-ON! Houkago Live!!,PSP,2010,Misc,Sega,0,0,0.25,0,0.25
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0,0,0.24,0.02,0.25
Exhibition,XB,2001,Misc,Microsoft Game Studios,0.19,0.05,0,0.01,0.25
Scrabble,PS,1999,Misc,Ubisoft,0.14,0.1,0,0.02,0.25
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0,0.02,0.25
Amped 2,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25
Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,0.14,0.1,0,0.02,0.25
College Hoops 2K6,PS2,N/A,Sports,Unknown,0.12,0.1,0,0.03,0.25
Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.18,0.07,0,0,0.25
Cars,X360,2006,Racing,THQ,0.22,0.02,0,0.02,0.25
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25
Kung Fu Panda 2,X360,2011,Action,THQ,0.16,0.07,0,0.02,0.25
Up,PS3,2009,Action,THQ,0.15,0.07,0,0.03,0.25
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25
WipEout XL,PS,1996,Racing,Psygnosis,0.14,0.1,0,0.02,0.25
Animal Paradise,DS,2007,Simulation,Empire Interactive,0.09,0.14,0,0.02,0.25
The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0,0.02,0.25
NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25
Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,0,0,0.25,0,0.25
Just Dance Kids 2,PS3,2011,Misc,Ubisoft,0.1,0.1,0,0.04,0.25
FIFA 14,3DS,2013,Sports,Electronic Arts,0,0.23,0,0.03,0.25
Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25
Bomberman Tournament,GBA,2001,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25
Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,0.19,0.05,0,0.01,0.25
Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0,0.02,0.25
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0,0.01,0.25
Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,0.18,0.07,0,0,0.25
SpongeBob's Truth or Square (US sales),X360,2009,Action,THQ,0.25,0,0,0,0.25
Final Fantasy II,WS,2001,Role-Playing,SquareSoft,0,0,0.25,0,0.25
WipEout Fusion,PS2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25
Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.25
UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,Electronic Arts,0.06,0.13,0,0.06,0.25
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25
The Outfit,X360,2006,Action,THQ,0.21,0.02,0,0.02,0.25
Golden Nugget Casino,GBA,2004,Misc,Majesco Entertainment,0.18,0.07,0,0,0.25
NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
Atari Anthology,XB,2004,Misc,Atari,0.19,0.05,0,0.01,0.25
Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25
XIII,XB,2003,Shooter,Ubisoft,0.16,0.08,0,0.01,0.25
MotoGP '07,X360,2007,Racing,THQ,0.23,0,0,0.02,0.25
Samurai Shodown II,NG,1994,Fighting,SNK,0,0,0.25,0,0.25
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.21,0.02,0,0.02,0.25
Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25
Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0,0.25
NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,0.23,0.02,0,0,0.25
Fox Sports College Hoops '99,N64,1998,Sports,Fox Interactive,0.2,0.05,0,0,0.25
Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25
MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,0.2,0.05,0,0,0.25
F1 Pole Position 64,N64,1997,Racing,Ubisoft,0.11,0.13,0,0.01,0.25
Gex 64: Enter the Gecko,N64,1998,Action,GT Interactive,0.2,0.05,0,0,0.25
Wayne Gretzky's 3D Hockey '98,N64,1997,Sports,Midway Games,0.23,0.02,0,0,0.25
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0,0,0.25
J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,0.07,0.14,0,0.04,0.25
U-Sing: Girls Night,Wii,2010,Misc,Mindscape,0,0.21,0,0.04,0.25
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25
Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25
Scooby-Doo! Unmasked,PS2,2005,Platform,THQ,0.12,0.1,0,0.03,0.25
Penny Racers,PS,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02,0.25
The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25
Caesars Palace II,PS,1998,Misc,Interplay,0.14,0.09,0,0.02,0.25
Final Fantasy Type-0,XOne,2015,Role-Playing,Square Enix,0.15,0.07,0,0.02,0.25
World Series Baseball 2K3,PS2,2003,Sports,Sega,0.12,0.1,0,0.03,0.25
Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0,0.01,0.24,0,0.25
Pro Yakyuu Team o Tsukurou!,SAT,1998,Sports,Sega,0,0,0.25,0,0.25
L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0,0.04,0.25
Sentimental Graffiti,SAT,1998,Adventure,NEC Interchannel,0,0,0.25,0,0.25
Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0,0.04,0.25
Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0,0.02,0.25
Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision,0.17,0.04,0,0.04,0.25
The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25
Devil Kings,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25
Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.2,0.03,0,0.02,0.25
NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.25
Medabots AX: Metabee,GBA,2002,Role-Playing,Natsume,0.18,0.07,0,0,0.25
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.24,0.01,0.25
X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.08,0,0.03,0.25
Shadow Man,PS,1998,Action,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0,0.02,0.25
Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,Namco Bandai Games,0,0,0.25,0,0.25
Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25
Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010,Platform,D3Publisher,0.12,0.09,0,0.04,0.25
Yakuza Zero: The Place of Oath,PS3,2015,Action,Sega,0,0,0.25,0,0.25
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.11,0.11,0,0.02,0.25
Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25
Imagine: Zookeeper,DS,2009,Simulation,Ubisoft,0.16,0.06,0,0.02,0.25
Porky's,2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0,0,0.25
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25
Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,0.25
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.13,0,0.05,0.25
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25
F1 2000,PS,2000,Racing,Electronic Arts,0.14,0.09,0,0.02,0.25
Littlest Pet Shop: Country Friends,DS,2009,Simulation,Electronic Arts,0.23,0,0,0.02,0.25
Dood's Big Adventure,Wii,2010,Platform,THQ,0.22,0.01,0,0.02,0.25
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0,0.03,0.25
We Love Golf!,Wii,2007,Sports,Capcom,0.2,0.01,0.03,0.02,0.25
WRC: World Rally Championship,PS2,2001,Racing,Sony Computer Entertainment,0.12,0.09,0,0.03,0.25
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,0.19,0.05,0,0.01,0.25
Cars: Mater-National Championship,PS2,2007,Racing,THQ,0.12,0.09,0,0.03,0.25
Dreamworks Madagascar Kartz,X360,2009,Racing,Activision,0.14,0.09,0,0.02,0.25
Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.04,0,0.03,0.25
Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.01,0.25
Dune 2000,PS,1999,Strategy,Electronic Arts,0.14,0.09,0,0.02,0.25
Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.06,0.16,0,0.03,0.25
Monster Hunter G,Wii,2009,Role-Playing,Capcom,0,0,0.25,0,0.25
Fuel,PS3,2009,Racing,Codemasters,0.08,0.12,0,0.05,0.25
Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,0.18,0.04,0,0.03,0.25
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.06,0.16,0,0.03,0.25
Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25
Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25
Nickelodeon Party Blast,GC,2002,Misc,Atari,0.19,0.05,0,0.01,0.25
SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,0.12,0.11,0,0.02,0.25
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03,0.25
Choro Q2,PS,1997,Racing,Takara,0,0,0.23,0.02,0.25
Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.22,0.01,0,0.02,0.25
Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,Vivendi Games,0.18,0.07,0,0,0.25
Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0,0,0.02,0.25
X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0,0.01,0.25
Sorry! / Aggravation / Scrabble Junior,GBA,2005,Misc,Zoo Digital Publishing,0.18,0.07,0,0,0.25
Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0,0.08,0.25
Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0,0.02,0.25
NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0,0.01,0.25
How to Train Your Dragon 2,3DS,2014,Adventure,Little Orbit,0.04,0.19,0,0.02,0.25
The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0,0.03,0.25
Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25
Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25
Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,0.12,0.09,0,0.03,0.25
Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,0.13,0.1,0,0.02,0.25
Dora the Explorer: Journey to the Purple Planet,PS2,2005,Adventure,Global Star,0.12,0.09,0,0.03,0.24
Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24
Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.07,0,0.02,0.24
Catz,GBA,2005,Simulation,Ubisoft,0.18,0.06,0,0,0.24
Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,Konami Digital Entertainment,0,0,0.23,0.02,0.24
Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.22,0.01,0,0.02,0.24
Mega Man X Collection,PS2,N/A,Misc,Unknown,0.12,0.09,0,0.03,0.24
Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0,0.02,0.24
LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.03,0.16,0,0.05,0.24
Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0,0.12,0.01,0.24
That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0,0,0.02,0.24
Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,0.21,0.02,0,0.02,0.24
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0,0,0.24,0,0.24
Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0,0.02,0.24
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.12,0.1,0,0.02,0.24
Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24
Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24
MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0,0,0.02,0.24
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0,0.02,0.24
Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0,0.02,0.24
Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.07,0,0.02,0.24
Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.22,0,0,0.02,0.24
Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.11,0.03,0.06,0.05,0.24
Homefront,PC,2011,Shooter,THQ,0.11,0.1,0,0.03,0.24
Disney Stitch Jam,DS,2009,Misc,Disney Interactive Studios,0.08,0,0.16,0,0.24
Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0,0.02,0.24
Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0,0.03,0.24
Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.23,0.02,0.24
World Soccer Winning Eleven 7,PS2,2003,Sports,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24
Cabela's Outdoor Adventures (2009),X360,2009,Sports,Activision Value,0.23,0,0,0.02,0.24
SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,0.18,0.05,0,0.01,0.24
Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0,0,0.23,0.02,0.24
Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0,0.03,0.24
The Incredible Hulk,DS,2008,Action,Sega,0.22,0,0,0.02,0.24
BioShock 2,PC,N/A,Shooter,Take-Two Interactive,0.02,0.19,0,0.04,0.24
Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24
Imagine: Teacher Class Trip,DS,2009,Adventure,Ubisoft,0.1,0.12,0,0.02,0.24
TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24
Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0,0.01,0.24
Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24
DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0,0,0.24
K-1 Revenge,PS,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24
G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0,0.02,0.24
